"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
2767,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","みどり台北","長都","24",15000000,"","","210",,"長方形","13.2","100","平成26年","木造","住宅","住宅","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2015年第１四半期","",""
2768,"農地","","01224","北海道","千歳市","駒里","","",22000000,"","","1400",,"","","","","","","","","",,"",,,"2012年第４四半期","",""
2769,"農地","","01224","北海道","千歳市","根志越","","",43000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第４四半期","",""
2770,"宅地(土地)","住宅地","01224","北海道","千歳市","みどり台北","長都","20",5400000,"80000","","220",24000,"長方形","12.5","","","","","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2015年第１四半期","",""
2771,"宅地(土地)","商業地","01224","北海道","千歳市","北斗","千歳(北海道)","30分?60分",40000000,"80000","","1700",24000,"台形","48.0","","","","","","北東","市道",15.0,"準工業地域",60,200,"2013年第１四半期","",""
2772,"農地","","01224","北海道","千歳市","駒里","","",3000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2012年第４四半期","",""
2773,"農地","","01224","北海道","千歳市","根志越","","",46000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2774,"宅地(土地)","住宅地","01224","北海道","千歳市","北斗","千歳(北海道)","25",4700000,"47000","","330",14000,"ほぼ台形","25.0","","","","","","南西","市道",12.0,"第２種中高層住居専用地域",60,200,"2013年第１四半期","",""
2775,"農地","","01224","北海道","千歳市","駒里","","",8300000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2012年第３四半期","",""
2776,"農地","","01224","北海道","千歳市","根志越","","",39000,"","","210",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2777,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北斗","千歳(北海道)","20",23000000,"","","195",,"長方形","10.0","110","平成25年","木造","住宅","","東","市道",8.0,"第２種中高層住居専用地域",60,200,"2013年第１四半期","",""
2778,"農地","","01224","北海道","千歳市","駒里","","",18000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2012年第２四半期","",""
2779,"農地","","01224","北海道","千歳市","根志越","","",76000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2780,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北斗","千歳(北海道)","29",7000000,"","","260",,"長方形","14.5","100","昭和55年","木造","住宅","","南東","市道",8.0,"第２種中高層住居専用地域",60,200,"2013年第１四半期","",""
2781,"農地","","01224","北海道","千歳市","根志越","","",11000000,"","","4900",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2782,"農地","","01224","北海道","千歳市","根志越","","",36000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2783,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北斗","","",19000000,"","","175",,"ほぼ正方形","13.5","95","平成26年","木造","住宅","住宅","北東","市道",5.0,"第２種中高層住居専用地域",60,200,"2013年第４四半期","",""
2784,"農地","","01224","北海道","千歳市","根志越","","",35000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2785,"農地","","01224","北海道","千歳市","根志越","","",35000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2786,"農地","","01224","北海道","千歳市","根志越","","",100000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2787,"農地","","01224","北海道","千歳市","根志越","","",2300000,"","","2400",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2788,"農地","","01224","北海道","千歳市","根志越","","",1400000,"","","1500",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2789,"農地","","01224","北海道","千歳市","根志越","","",3800000,"","","4100",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2790,"宅地(土地)","商業地","01224","北海道","千歳市","幸町","千歳(北海道)","6",13000000,"130000","","340",39000,"ほぼ長方形","9.0","","","","","","南東","市道",15.0,"近隣商業地域",80,300,"2012年第４四半期","",""
2791,"農地","","01224","北海道","千歳市","根志越","","",6500000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2792,"宅地(土地)","住宅地","01224","北海道","千歳市","幸町","千歳(北海道)","9",14000000,"130000","","360",38000,"不整形","14.5","","","","","","南東","市道",15.0,"商業地域",80,400,"2012年第２四半期","",""
2793,"農地","","01224","北海道","千歳市","根志越","","",18000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2794,"農地","","01224","北海道","千歳市","根志越","","",32000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2795,"農地","","01224","北海道","千歳市","根志越","","",48000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2796,"農地","","01224","北海道","千歳市","根志越","","",37000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2797,"農地","","01224","北海道","千歳市","根志越","","",21000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2798,"農地","","01224","北海道","千歳市","根志越","","",63000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2799,"農地","","01224","北海道","千歳市","根志越","","",27000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2800,"農地","","01224","北海道","千歳市","根志越","","",13000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2801,"農地","","01224","北海道","千歳市","根志越","","",19000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2802,"農地","","01224","北海道","千歳市","根志越","","",68000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2803,"農地","","01224","北海道","千歳市","根志越","","",200000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
2804,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","栄町","千歳(北海道)","10",7000000,"","","165",,"長方形","9.0","","","","","","北東","市道",11.0,"第２種中高層住居専用地域",60,200,"2012年第４四半期","",""
2805,"農地","","01224","北海道","千歳市","根志越","","",710000,"","","760",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
