"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1887,"宅地(土地)","住宅地","01224","北海道","千歳市","上長都","長都","24",6500000,"77000","","280",23000,"ほぼ正方形","17.1","","","","","","南東","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第２四半期","",""
1888,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","26",7500000,"97000","","260",29000,"正方形","15.5","","","","","住宅","北西","市道",8.0,"第１種低層住居専用地域",40,60,"2017年第１四半期","",""
1889,"宅地(土地)","住宅地","01224","北海道","千歳市","上長都","長都","16",5500000,"88000","","210",26000,"ほぼ正方形","","","","","","","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第１四半期","",""
1890,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","30分?60分",70000000,"70000","","2000㎡以上",21000,"ほぼ長方形","50.0m以上","","","","","住宅","南東","市道",18.0,"第２種中高層住居専用地域",60,200,"2017年第１四半期","",""
1891,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","上長都","サッポロビール庭園","12",25000000,"","","210",,"ほぼ長方形","","","","","","","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第１四半期","",""
1892,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","24",6900000,"99000","","230",30000,"長方形","12.0","","","","","住宅","南西","市道",14.0,"第１種低層住居専用地域",40,60,"2017年第１四半期","",""
1893,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",9400000,"","","360",,"長方形","16.0","140","昭和64年","木造","住宅","","西","市道",20.0,"第１種低層住居専用地域",40,60,"2013年第４四半期","",""
1894,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","25",5600000,"81000","","230",25000,"長方形","12.0","","","","","住宅","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第４四半期","",""
1895,"林地","","01224","北海道","千歳市","上長都","","",6300000,"","","700",,"","","","","","","","","",,"",,,"2011年第３四半期","",""
1896,"宅地(土地)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",4500000,"40000","","370",12000,"長方形","16.0","","","","","","東","市道",35.0,"第１種低層住居専用地域",40,60,"2013年第２四半期","",""
1897,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","長都","26",33000000,"","","230",,"長方形","12.2","105","平成27年","木造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第４四半期","",""
1898,"宅地(土地)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",6000000,"58000","","340",18000,"ほぼ長方形","16.0","","","","","","東","市道",35.0,"第１種低層住居専用地域",40,60,"2013年第２四半期","",""
1899,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","26",8900000,"120000","","240",37000,"ほぼ長方形","11.0","","","","","その他","南東","道道",18.0,"第２種中高層住居専用地域",60,200,"2016年第３四半期","",""
1900,"宅地(土地)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",3500000,"35000","","330",11000,"長方形","16.0","","","","","","南","市道",9.0,"第１種低層住居専用地域",40,60,"2013年第２四半期","",""
1901,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","29",6700000,"97000","","230",29000,"長方形","13.8","","","","","住宅","北西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第３四半期","",""
1902,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",12000000,"","","410",,"ほぼ台形","","120","昭和62年","木造","住宅","","西","市道",9.0,"第１種低層住居専用地域",40,60,"2013年第１四半期","",""
1903,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","長都","25",34000000,"","","260",,"ほぼ長方形","14.0","110","平成29年","軽量鉄骨造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第３四半期","",""
1904,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","長都","28",28000000,"","","210",,"長方形","11.5","115","平成28年","木造","住宅","住宅","北東","市道",14.0,"第１種低層住居専用地域",40,60,"2016年第３四半期","",""
1905,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","長都","26",29000000,"","","250",,"長方形","14.6","120","平成29年","木造","住宅","","北西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第３四半期","",""
1906,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","23",6700000,"100000","","220",31000,"長方形","12.0","","","","","住宅","南西","市道",14.0,"第１種低層住居専用地域",40,60,"2016年第２四半期","",""
1907,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","日の出","千歳(北海道)","24",7500000,"","","250",,"長方形","15.0","90","昭和53年","木造","住宅","","北西","市道",8.0,"準工業地域",60,200,"2010年第４四半期","",""
1908,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","長都","26",25000000,"","","220",,"長方形","13.0","120","平成27年","木造","住宅","住宅","南東","市道",14.0,"第１種低層住居専用地域",40,60,"2016年第２四半期","",""
1909,"宅地(土地と建物)","商業地","01224","北海道","千歳市","日の出","千歳(北海道)","25",23000000,"","","740",,"長方形","42.5","85","平成18年","木造","住宅","","北西","市道",22.0,"準工業地域",60,200,"2010年第４四半期","",""
1910,"宅地(土地)","住宅地","01224","北海道","千歳市","日の出","千歳(北海道)","25",7000000,"120000","","185",37000,"長方形","10.4","","","","","","南東","市道",8.0,"準工業地域",60,150,"2010年第４四半期","",""
1911,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","23",7900000,"110000","","230",35000,"長方形","13.0","","","","","その他","北西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第２四半期","",""
1912,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","26",5600000,"78000","","240",24000,"長方形","14.0","","","","","住宅","南東","市道",14.0,"第１種低層住居専用地域",40,60,"2016年第２四半期","",""
1913,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","長都","26",32000000,"","","210",,"長方形","11.3","125","平成28年","木造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第２四半期","",""
1914,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","長都","27",26000000,"","","210",,"長方形","10.9","110","平成28年","木造","住宅","住宅","南西","市道",14.0,"第１種低層住居専用地域",40,60,"2016年第２四半期","",""
1915,"宅地(土地)","工業地","01224","北海道","千歳市","清流","千歳(北海道)","29",25000000,"41000","","2000㎡以上",12000,"長方形","39.0","","","","","店舗","北西","市道",10.0,"準工業地域",60,200,"2015年第４四半期","",""
1916,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","20",4000000,"110000","","120",33000,"長方形","8.0","","","","","住宅","南東","市道",8.0,"第２種中高層住居専用地域",60,200,"2016年第１四半期","",""
1917,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","清流","千歳(北海道)","25",27000000,"","","240",,"長方形","12.6","105","平成28年","木造","住宅","住宅","南東","市道",12.0,"準工業地域",60,200,"2015年第４四半期","",""
1918,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","長都","25",21000000,"","","200",,"長方形","11.0","90","平成28年","木造","住宅","","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第１四半期","",""
1919,"宅地(土地)","住宅地","01224","北海道","千歳市","清流","千歳(北海道)","26",8800000,"120000","","230",37000,"ほぼ長方形","10.5","","","","","住宅","北西","市道",8.0,"準工業地域",60,200,"2015年第４四半期","",""
1920,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","長都","26",30000000,"","","230",,"長方形","12.0","125","平成28年","木造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第１四半期","",""
1921,"宅地(土地)","住宅地","01224","北海道","千歳市","清流","千歳(北海道)","30分?60分",24000000,"89000","","900",27000,"ほぼ長方形","50.0m以上","","","","","店舗","北西","市道",12.0,"準工業地域",60,200,"2015年第３四半期","",""
1922,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","24",7400000,"96000","","260",29000,"長方形","13.6","","","","","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第１四半期","",""
1923,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","20",5200000,"73000","","240",22000,"長方形","13.0","","","","","住宅","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第１四半期","",""
1924,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","清流","千歳(北海道)","30分?60分",15000000,"","","195",,"長方形","10.5","100","平成10年","木造","住宅","住宅","北東","市道",8.0,"準工業地域",60,200,"2015年第２四半期","",""
1925,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","長都","26",5300000,"87000","","200",26000,"長方形","11.0","","","","","住宅","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第１四半期","",""
1926,"宅地(土地)","住宅地","01224","北海道","千歳市","清流","千歳(北海道)","29",6400000,"85000","","250",26000,"長方形","13.5","","","","","住宅","南西","市道",8.0,"準工業地域",60,200,"2015年第２四半期","",""
1927,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","長都","28",30000000,"","","270",,"ほぼ長方形","19.0","140","平成28年","木造","住宅","住宅","北西","市道",14.0,"第１種住居地域",60,200,"2016年第１四半期","",""
1928,"宅地(土地)","住宅地","01224","北海道","千歳市","清流","千歳(北海道)","29",6800000,"90000","","250",27000,"長方形","13.6","","","","","住宅","南西","市道",8.0,"準工業地域",60,200,"2015年第１四半期","",""
1929,"宅地(土地)","住宅地","01224","北海道","千歳市","清流","千歳(北海道)","29",4500000,"83000","","180",25000,"長方形","9.7","","","","","住宅","北東","市道",8.0,"準工業地域",60,200,"2015年第１四半期","",""
1930,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","17",18000000,"","","160",,"長方形","9.4","80","平成28年","木造","住宅","住宅","南東","市道",8.0,"第１種低層住居専用地域",40,60,"2020年第３四半期","",""
1931,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","清流","千歳(北海道)","28",19000000,"","","260",,"ほぼ長方形","12.0","135","平成14年","木造","住宅","住宅","南東","市道",8.0,"準工業地域",60,200,"2015年第１四半期","",""
1932,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",13000000,"140000","","300",42000,"長方形","14.4","","","","","住宅","南東","道道",18.0,"第２種中高層住居専用地域",60,200,"2019年第２四半期","",""
1933,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",20000000,"","","230",,"長方形","12.0","65","平成30年","木造","","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2018年第１四半期","",""
1934,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",23000000,"110000","","670",34000,"長方形","17.0","","","","","住宅","南東","道道",18.0,"第２種中高層住居専用地域",60,200,"2017年第４四半期","",""
1935,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",35000000,"87000","","1300",26000,"長方形","31.0","","","","","住宅","南東","道道",18.0,"第２種中高層住居専用地域",60,200,"2017年第４四半期","",""
1936,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",26000000,"","","200",,"長方形","12.0","105","平成29年","木造","住宅","住宅","南東","市道",15.0,"第１種低層住居専用地域",40,60,"2017年第４四半期","",""
1937,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","富士","長都","19",11000000,"","","300",,"ほぼ長方形","14.6","220","昭和60年","木造","事務所、倉庫","","南西","市道",8.0,"第１種住居地域",60,200,"2010年第３四半期","",""
1938,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","長都","26",7000000,"100000","","220",31000,"長方形","12.0","","","","","","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第４四半期","",""
1939,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",30000000,"","","240",,"長方形","12.0","120","平成26年","木造","住宅","住宅","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2017年第４四半期","",""
1940,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","長都","26",6500000,"95000","","220",29000,"長方形","12.0","","","","","","北東","市道",14.0,"第１種低層住居専用地域",40,60,"2011年第４四半期","",""
1941,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",6700000,"100000","","220",31000,"長方形","12.0","","","","","","南西","市道",14.0,"第１種低層住居専用地域",40,60,"2017年第３四半期","",""
1942,"宅地(土地)","工業地","01224","北海道","千歳市","北信濃","長都","19",28000000,"23000","","2000㎡以上",7000,"不整形","30.0","","","","","","南西","市道",18.0,"工業地域",60,200,"2011年第４四半期","",""
1943,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",34000000,"","","230",,"長方形","12.0","130","平成29年","木造","住宅","住宅","南西","市道",14.0,"第１種低層住居専用地域",40,60,"2017年第３四半期","",""
1944,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","長都","26",6000000,"90000","","220",27000,"長方形","12.0","","","","","","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第４四半期","",""
1945,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",29000000,"","","230",,"長方形","12.0","110","平成29年","","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2017年第２四半期","",""
1946,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","長都","25",7400000,"110000","","220",34000,"長方形","12.0","","","","","","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第３四半期","",""
1947,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",7900000,"110000","","230",35000,"長方形","13.0","","","","","その他","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第４四半期","",""
1948,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","長都","27",7000000,"100000","","230",31000,"ほぼ長方形","16.7","","","","","","北西","市道",14.0,"第１種低層住居専用地域",40,60,"2011年第３四半期","",""
1949,"宅地(土地)","住宅地","01224","北海道","千歳市","高台","千歳(北海道)","20",4600000,"63000","","240",19000,"長方形","13.0","","","","","","南西","市道",8.0,"第１種住居地域",60,200,"2015年第３四半期","",""
1950,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",6700000,"91000","","240",28000,"長方形","16.0","","","","","その他","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第３四半期","",""
1951,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","長都","24",7800000,"100000","","260",30000,"長方形","13.8","","","","","","北東","市道",14.0,"第１種低層住居専用地域",40,60,"2011年第３四半期","",""
1952,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","高台","千歳(北海道)","19",9900000,"","","250",,"長方形","13.0","290","昭和44年","木造","住宅","住宅","北東","市道",7.0,"第１種住居地域",60,200,"2015年第２四半期","",""
1953,"宅地(土地)","住宅地","01224","北海道","千歳市","北陽","千歳(北海道)","30分?60分",7600000,"110000","","220",35000,"ほぼ正方形","13.0","","","","","その他","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第３四半期","",""
1954,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","長都","26",5800000,"87000","","220",26000,"長方形","12.0","","","","","","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第２四半期","",""
1955,"宅地(土地)","住宅地","01224","北海道","千歳市","高台","千歳(北海道)","20",6400000,"100000","","210",30000,"ほぼ長方形","17.0","","","","","住宅","北西","市道",10.0,"第１種住居地域",60,200,"2015年第１四半期","",""
1956,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","長都","16",7100000,"","","240",,"長方形","11.3","125","平成7年","木造","住宅","住宅","北西","市道",18.0,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
1957,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","長都","25",6300000,"84000","","250",25000,"ほぼ長方形","16.5","","","","","","南東","市道",8.0,"第１種低層住居専用地域",40,60,"2011年第２四半期","",""
1958,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","長都","21",35000000,"","","240",,"長方形","10.0","110","令和3年","木造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
1959,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北信濃","長都","25",27000000,"","","240",,"ほぼ長方形","18.4","135","平成23年","木造","住宅","","北西","市道",14.0,"第１種低層住居専用地域",40,60,"2011年第２四半期","",""
1960,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","長都","18",7700000,"","","200",,"長方形","12.0","","","","","住宅","北西","市道",8.0,"第１種低層住居専用地域",40,60,"2020年第２四半期","",""
1961,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","長都","20",25000000,"110000","","780",32000,"ほぼ長方形","21.8","","","","","","北","市道",8.0,"第２種中高層住居専用地域",60,200,"2011年第１四半期","",""
1962,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","長都","20",10000000,"","","270",,"ほぼ正方形","16.0","100","昭和52年","木造","住宅","住宅","南西","市道",8.0,"第２種中高層住居専用地域",60,200,"2020年第１四半期","",""
1963,"宅地(土地)","工業地","01224","北海道","千歳市","北信濃","長都","24",130000000,"43000","","2000㎡以上",13000,"不整形","50.0m以上","","","","","","南西","国道",30.0,"工業地域",60,200,"2011年第１四半期","",""
1964,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","長都","19",24000000,"","","165",,"長方形","10.5","95","平成31年","","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2020年第１四半期","",""
1965,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","長都","19",29000000,"","","240",,"長方形","12.2","100","令和2年","木造","住宅","住宅","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2019年第４四半期","",""
1966,"宅地(土地)","住宅地","01224","北海道","千歳市","北光","長都","18",10000000,"98000","","340",30000,"長方形","16.0","","","","","住宅","北西","市道",18.0,"第２種低層住居専用地域",50,80,"2018年第４四半期","",""
1967,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","長都","20",15000000,"","","330",,"長方形","16.0","105","昭和64年","木造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2018年第４四半期","",""
1968,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","長都","18",11000000,"","","330",,"ほぼ長方形","20.9","","","木造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2018年第２四半期","",""
1969,"宅地(土地)","住宅地","01224","北海道","千歳市","北光","長都","18",8000000,"97000","","270",29000,"正方形","16.0","","","","","住宅","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2018年第２四半期","",""
1970,"宅地(土地)","住宅地","01224","北海道","千歳市","北光","長都","19",7200000,"72000","","330",22000,"長方形","15.8","","","","","住宅","南東","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第４四半期","",""
1971,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","長都","18",9300000,"","","165",,"長方形","8.0","95","平成5年","木造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第３四半期","",""
1972,"宅地(土地と建物)","商業地","01224","北海道","千歳市","信濃","千歳(北海道)","28",270000000,"","","2000㎡以上",,"不整形","41.0","1500","昭和61年","鉄骨造","店舗、その他","","南西","国道",20.0,"準工業地域",60,200,"2013年第３四半期","",""
1973,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","長都","15",12000000,"","","200",,"長方形","11.5","115","平成7年","木造","","住宅","北東","市道",10.0,"第１種低層住居専用地域",40,60,"2016年第１四半期","",""
1974,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","信濃","千歳(北海道)","27",16000000,"","","330",,"正方形","18.1","320","昭和60年","木造","共同住宅","","南西","市道",7.2,"第２種中高層住居専用地域",60,200,"2013年第３四半期","",""
1975,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","千歳(北海道)","16",12000000,"","","240",,"長方形","11.3","125","平成7年","木造","住宅","住宅","北西","市道",18.0,"第１種低層住居専用地域",40,60,"2021年第１四半期","",""
1976,"宅地(土地と建物)","商業地","01224","北海道","千歳市","信濃","千歳(北海道)","30分?60分",18000000,"","","1600",,"台形","29.5","155","昭和46年","鉄骨造","事務所","","南西","国道",20.0,"準工業地域",60,200,"2013年第１四半期","",""
1977,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","千歳(北海道)","25",20000000,"","","440",,"ほぼ長方形","24.0","260","平成4年","木造","共同住宅","住宅","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
1978,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","千歳(北海道)","26",34000000,"","","240",,"長方形","10.0","110","令和2年","木造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2020年第３四半期","",""
1979,"宅地(土地と建物)","商業地","01224","北海道","千歳市","富士","千歳(北海道)","30分?60分",12000000,"","","310",,"長方形","7.2","","","","","","北東","道道",22.0,"準住居地域",60,200,"2010年第３四半期","","関係者間取引"
1980,"宅地(土地)","住宅地","01224","北海道","千歳市","信濃","千歳(北海道)","30分?60分",4000000,"40000","","330",12000,"ほぼ長方形","13.4","","","","","","北西","市道",8.0,"準工業地域",60,200,"2013年第１四半期","",""
1981,"宅地(土地)","住宅地","01224","北海道","千歳市","信濃","千歳(北海道)","30分?60分",4000000,"40000","","330",12000,"ほぼ長方形","13.4","","","","","","南東","市道",8.0,"準工業地域",60,200,"2013年第１四半期","",""
1982,"宅地(土地)","住宅地","01224","北海道","千歳市","北光","千歳(北海道)","23",16000000,"93000","","550",28000,"不整形","15.0","","","","","","南西","市道",13.5,"第１種住居地域",60,200,"2019年第２四半期","",""
1983,"宅地(土地)","住宅地","01224","北海道","千歳市","北光","千歳(北海道)","23",6000000,"90000","","220",27000,"台形","15.0","","","","","","南西","市道",13.5,"第１種住居地域",60,200,"2019年第２四半期","",""
1984,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","千歳(北海道)","23",11000000,"","","165",,"ほぼ長方形","15.0","95","平成4年","木造","住宅","事務所","南東","道道",18.0,"第２種中高層住居専用地域",60,200,"2017年第４四半期","",""
1985,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","千歳(北海道)","30分?60分",17000000,"","","290",,"ほぼ長方形","14.0","110","昭和53年","木造","住宅","住宅","南東","市道",10.0,"第１種低層住居専用地域",40,60,"2017年第４四半期","",""
1986,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","千歳(北海道)","30分?60分",15000000,"","","165",,"長方形","8.0","95","平成5年","木造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第４四半期","",""
1987,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","千歳(北海道)","30分?60分",6500000,"","","330",,"正方形","18.0","130","平成3年","木造","住宅","住宅","南西","市道",18.0,"第１種低層住居専用地域",40,60,"2016年第２四半期","",""
1988,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","北光","千歳(北海道)","24",9500000,"","","240",,"長方形","14.0","110","昭和52年","木造","住宅","住宅","南東","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第２四半期","",""
1989,"林地","","01224","北海道","千歳市","幌加","","",1200000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2020年第４四半期","",""
1990,"宅地(土地)","商業地","01224","北海道","千歳市","東雲町","千歳(北海道)","9",15000000,"140000","","350",42000,"ほぼ長方形","12.0","","","","","","南西","市道",22.0,"準工業地域",60,200,"2013年第４四半期","",""
1991,"農地","","01224","北海道","千歳市","中央","","",1600000,"","","4500",,"","","","","","","","","",,"",,,"2015年第４四半期","",""
1992,"農地","","01224","北海道","千歳市","中央","","",1600000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2015年第３四半期","",""
1993,"宅地(土地)","住宅地","01224","北海道","千歳市","東雲町","千歳(北海道)","13",1900000,"92000","","65",28000,"ほぼ長方形","7.0","","","","","","北西","市道",15.0,"近隣商業地域",80,300,"2013年第１四半期","",""
1994,"農地","","01224","北海道","千歳市","幌加","","",960000,"","","3500",,"","","","","","","","","",,"",,,"2019年第４四半期","",""
1995,"農地","","01224","北海道","千歳市","中央","","",4900000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2015年第２四半期","",""
1996,"農地","","01224","北海道","千歳市","幌加","","",9700000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2019年第４四半期","",""
1997,"林地","","01224","北海道","千歳市","幌加","","",4800000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2018年第１四半期","",""
1998,"農地","","01224","北海道","千歳市","幌加","","",1700000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2018年第１四半期","",""
1999,"農地","","01224","北海道","千歳市","幌加","","",15000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2017年第４四半期","",""
2000,"農地","","01224","北海道","千歳市","幌加","","",32000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2017年第３四半期","",""
2001,"農地","","01224","北海道","千歳市","幌加","","",1800000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2017年第１四半期","",""
2002,"農地","","01224","北海道","千歳市","幌加","","",28000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2017年第１四半期","",""
2003,"農地","","01224","北海道","千歳市","幌加","","",6300000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2017年第１四半期","",""
2004,"農地","","01224","北海道","千歳市","幌加","","",14000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2016年第３四半期","",""
2005,"宅地(土地と建物)","商業地","01224","北海道","千歳市","千代田町","千歳(北海道)","4",6300000,"","","170",,"長方形","9.5","115","昭和46年","木造","住宅","倉庫","北東","市道",11.0,"近隣商業地域",80,300,"2015年第３四半期","",""
2006,"農地","","01224","北海道","千歳市","幌加","","",17000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2016年第１四半期","",""
2007,"宅地(土地)","住宅地","01224","北海道","千歳市","北信濃","千歳(北海道)","29",9000000,"34000","","360",10000,"不整形","50.0m以上","","","","","","北西","市道",17.2,"市街化調整区域",60,200,"2011年第４四半期","",""
2008,"宅地(土地と建物)","商業地","01224","北海道","千歳市","清水町","千歳(北海道)","13",3200000,"","","165",,"ほぼ正方形","13.6","490","昭和47年","ＳＲＣ","住宅、店舗","","北東","市道",11.0,"商業地域",80,400,"2013年第４四半期","","調停・競売等"
2009,"宅地(土地)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","26",7500000,"59000","","420",18000,"台形","19.0","","","","","住宅","北","市道",8.0,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
2010,"宅地(土地と建物)","商業地","01224","北海道","千歳市","清水町","千歳(北海道)","6",32000000,"","","165",,"長方形","9.0","130","平成25年","木造","住宅","","北西","市道",15.0,"近隣商業地域",80,300,"2013年第４四半期","",""
2011,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","本町","千歳(北海道)","26",12000000,"","","640",,"台形","33.0","280","昭和60年","軽量鉄骨造","住宅、共同住宅","住宅","北","市道",8.0,"第１種住居地域",60,200,"2021年第１四半期","",""
